"dt","country","metric","value"
2021-02-18,"England","deaths",377
2021-02-17,"England","deaths",638
2021-02-16,"England","deaths",733
2021-02-15,"England","deaths",210
2021-02-14,"England","deaths",228
2021-02-13,"England","deaths",544
2021-02-12,"England","deaths",657
2021-02-11,"England","deaths",594
2021-02-10,"England","deaths",926
2021-02-09,"England","deaths",974
2021-02-08,"England","deaths",304
2021-02-07,"England","deaths",329
2021-02-06,"England","deaths",724
2021-02-05,"England","deaths",892
2021-02-04,"England","deaths",817
2021-02-03,"England","deaths",1173
2021-02-02,"England","deaths",1356
2021-02-01,"England","deaths",368
2021-01-31,"England","deaths",528
2021-01-30,"England","deaths",1098
2021-01-29,"England","deaths",1124
2021-01-28,"England","deaths",1088
2021-01-27,"England","deaths",1568
2021-01-26,"England","deaths",1520
2021-01-25,"England","deaths",548
2021-01-24,"England","deaths",551
2021-01-23,"England","deaths",1233
2021-01-22,"England","deaths",1251
2021-01-21,"England","deaths",1134
2021-01-20,"England","deaths",1662
2021-01-19,"England","deaths",1507
2021-01-18,"England","deaths",560
2021-01-17,"England","deaths",598
2021-01-16,"England","deaths",1140
2021-01-15,"England","deaths",1139
2021-01-14,"England","deaths",1114
2021-01-13,"England","deaths",1400
2021-01-12,"England","deaths",1151
2021-01-11,"England","deaths",495
2021-01-10,"England","deaths",498
2021-01-09,"England","deaths",871
2021-01-08,"England","deaths",1156
2021-01-07,"England","deaths",1004
2021-01-06,"England","deaths",884
2021-01-05,"England","deaths",784
2021-01-04,"England","deaths",370
2021-01-03,"England","deaths",392
2021-01-02,"England","deaths",349
2021-01-01,"England","deaths",613
2020-12-31,"England","deaths",820
2020-12-30,"England","deaths",919
2020-12-29,"England","deaths",360
2020-12-28,"England","deaths",322
2020-12-27,"England","deaths",246
2020-12-26,"England","deaths",175
2020-12-25,"England","deaths",570
2020-12-24,"England","deaths",468
2020-12-23,"England","deaths",625
2020-12-22,"England","deaths",608
2020-12-21,"England","deaths",198
2020-12-20,"England","deaths",241
2020-12-19,"England","deaths",441
2020-12-18,"England","deaths",403
2020-12-17,"England","deaths",438
2020-12-16,"England","deaths",537
2020-12-15,"England","deaths",467
2020-12-14,"England","deaths",194
2020-12-13,"England","deaths",138
2020-12-12,"England","deaths",440
2020-12-11,"England","deaths",353
2020-12-10,"England","deaths",419
2020-12-09,"England","deaths",451
2020-12-08,"England","deaths",538
2020-12-07,"England","deaths",177
2020-12-06,"England","deaths",201
2020-12-05,"England","deaths",344
2020-12-04,"England","deaths",424
2020-12-03,"England","deaths",328
2020-12-02,"England","deaths",555
2020-12-01,"England","deaths",531
2020-11-30,"England","deaths",189
2020-11-29,"England","deaths",194
2020-11-28,"England","deaths",397
2020-11-27,"England","deaths",451
2020-11-26,"England","deaths",411
2020-11-25,"England","deaths",604
2020-11-24,"England","deaths",535
2020-11-23,"England","deaths",194
2020-11-22,"England","deaths",370
2020-11-21,"England","deaths",266
2020-11-20,"England","deaths",436
2020-11-19,"England","deaths",416
2020-11-18,"England","deaths",423
2020-11-17,"England","deaths",518
2020-11-16,"England","deaths",191
2020-11-15,"England","deaths",143
2020-11-14,"England","deaths",396
2020-11-13,"England","deaths",280
2020-11-12,"England","deaths",469
2020-11-11,"England","deaths",478
2020-11-10,"England","deaths",460
2020-11-09,"England","deaths",175
2020-11-08,"England","deaths",127
2020-11-07,"England","deaths",328
2020-11-06,"England","deaths",303
2020-11-05,"England","deaths",297
2020-11-04,"England","deaths",388
2020-11-03,"England","deaths",359
2020-11-02,"England","deaths",125
2020-11-01,"England","deaths",132
2020-10-31,"England","deaths",278
2020-10-30,"England","deaths",226
2020-10-29,"England","deaths",214
2020-10-28,"England","deaths",236
2020-10-27,"England","deaths",322
2020-10-26,"England","deaths",90
2020-10-25,"England","deaths",137
2020-10-24,"England","deaths",141
2020-10-23,"England","deaths",188
2020-10-22,"England","deaths",160
2020-10-21,"England","deaths",144
2020-10-20,"England","deaths",213
2020-10-19,"England","deaths",72
2020-10-18,"England","deaths",59
2020-10-17,"England","deaths",128
2020-10-16,"England","deaths",120
2020-10-15,"England","deaths",111
2020-10-14,"England","deaths",108
2020-10-13,"England","deaths",124
2020-10-12,"England","deaths",43
2020-10-11,"England","deaths",62
2020-10-10,"England","deaths",54
2020-10-09,"England","deaths",79
2020-10-08,"England","deaths",70
2020-10-07,"England","deaths",65
2020-10-06,"England","deaths",63
2020-10-05,"England","deaths",19
2020-10-04,"England","deaths",32
2020-10-03,"England","deaths",39
2020-10-02,"England","deaths",58
2020-10-01,"England","deaths",48
2020-09-30,"England","deaths",62
2020-09-29,"England","deaths",68
2020-09-28,"England","deaths",13
2020-09-27,"England","deaths",16
2020-09-26,"England","deaths",30
2020-09-25,"England","deaths",31
2020-09-24,"England","deaths",37
2020-09-23,"England","deaths",33
2020-09-22,"England","deaths",36
2020-09-21,"England","deaths",9
2020-09-20,"England","deaths",18
2020-09-19,"England","deaths",22
2020-09-18,"England","deaths",23
2020-09-17,"England","deaths",18
2020-09-16,"England","deaths",17
2020-09-15,"England","deaths",25
2020-09-14,"England","deaths",7
2020-09-13,"England","deaths",5
2020-09-12,"England","deaths",9
2020-09-11,"England","deaths",6
2020-09-10,"England","deaths",13
2020-09-09,"England","deaths",8
2020-09-08,"England","deaths",27
2020-09-07,"England","deaths",2
2020-09-06,"England","deaths",2
2020-09-05,"England","deaths",11
2020-09-04,"England","deaths",9
2020-09-03,"England","deaths",11
2020-09-02,"England","deaths",7
2020-09-01,"England","deaths",2
2020-08-31,"England","deaths",2
2020-08-30,"England","deaths",1
2020-08-29,"England","deaths",12
2020-08-28,"England","deaths",9
2020-08-27,"England","deaths",10
2020-08-26,"England","deaths",13
2020-08-25,"England","deaths",16
2020-08-24,"England","deaths",3
2020-08-23,"England","deaths",4
2020-08-22,"England","deaths",17
2020-08-21,"England","deaths",2
2020-08-20,"England","deaths",6
2020-08-19,"England","deaths",15
2020-08-18,"England","deaths",11
2020-08-17,"England","deaths",3
2020-08-16,"England","deaths",3
2020-08-15,"England","deaths",2
2020-08-14,"England","deaths",10
2020-08-13,"England","deaths",18
2020-08-12,"England","deaths",15
2020-08-11,"England","deaths",11
2020-08-10,"England","deaths",17
2020-08-09,"England","deaths",5
2020-08-08,"England","deaths",2
2020-08-07,"England","deaths",5
2020-08-06,"England","deaths",15
2020-08-05,"England","deaths",12
2020-08-04,"England","deaths",17
2020-08-03,"England","deaths",1
2020-08-02,"England","deaths",2
2020-08-01,"England","deaths",11
2020-07-31,"England","deaths",14
2020-07-30,"England","deaths",0
2020-07-29,"England","deaths",29
2020-07-28,"England","deaths",21
2020-07-27,"England","deaths",3
2020-07-26,"England","deaths",7
2020-07-25,"England","deaths",15
2020-07-24,"England","deaths",32
2020-07-23,"England","deaths",9
2020-07-22,"England","deaths",16
2020-07-21,"England","deaths",25
2020-07-20,"England","deaths",10
2020-07-19,"England","deaths",10
2020-07-18,"England","deaths",9
2020-07-17,"England","deaths",25
2020-07-16,"England","deaths",23
2020-07-15,"England","deaths",24
2020-07-14,"England","deaths",42
2020-07-13,"England","deaths",8
2020-07-12,"England","deaths",9
2020-07-11,"England","deaths",16
2020-07-10,"England","deaths",34
2020-07-09,"England","deaths",29
2020-07-08,"England","deaths",52
2020-07-07,"England","deaths",50
2020-07-06,"England","deaths",11
2020-07-05,"England","deaths",18
2020-07-04,"England","deaths",27
2020-07-03,"England","deaths",45
2020-07-02,"England","deaths",31
2020-07-01,"England","deaths",90
2020-06-30,"England","deaths",47
2020-06-29,"England","deaths",17
2020-06-28,"England","deaths",28
2020-06-27,"England","deaths",34
2020-06-26,"England","deaths",76
2020-06-25,"England","deaths",91
2020-06-24,"England","deaths",74
2020-06-23,"England","deaths",84
2020-06-22,"England","deaths",13
2020-06-21,"England","deaths",30
2020-06-20,"England","deaths",67
2020-06-19,"England","deaths",73
2020-06-18,"England","deaths",60
2020-06-17,"England","deaths",90
2020-06-16,"England","deaths",106
2020-06-15,"England","deaths",25
2020-06-14,"England","deaths",23
2020-06-13,"England","deaths",94
2020-06-12,"England","deaths",117
2020-06-11,"England","deaths",64
2020-06-10,"England","deaths",143
2020-06-09,"England","deaths",179
2020-06-08,"England","deaths",44
2020-06-07,"England","deaths",49
2020-06-06,"England","deaths",126
2020-06-05,"England","deaths",239
2020-06-04,"England","deaths",112
2020-06-03,"England","deaths",218
2020-06-02,"England","deaths",228
2020-06-01,"England","deaths",79
2020-05-31,"England","deaths",39
2020-05-30,"England","deaths",117
2020-05-29,"England","deaths",246
2020-05-28,"England","deaths",315
2020-05-27,"England","deaths",396
2020-05-26,"England","deaths",105
2020-05-25,"England","deaths",86
2020-05-24,"England","deaths",362
2020-05-23,"England","deaths",197
2020-05-22,"England","deaths",257
2020-05-21,"England","deaths",220
2020-05-20,"England","deaths",259
2020-05-19,"England","deaths",447
2020-05-18,"England","deaths",134
2020-05-17,"England","deaths",43
2020-05-16,"England","deaths",348
2020-05-15,"England","deaths",280
2020-05-14,"England","deaths",303
2020-05-13,"England","deaths",362
2020-05-12,"England","deaths",539
2020-05-11,"England","deaths",174
2020-05-10,"England","deaths",190
2020-05-09,"England","deaths",226
2020-05-08,"England","deaths",498
2020-05-07,"England","deaths",377
2020-05-06,"England","deaths",529
2020-05-05,"England","deaths",639
2020-05-04,"England","deaths",247
2020-05-03,"England","deaths",222
2020-05-02,"England","deaths",485
2020-05-01,"England","deaths",623
2020-04-30,"England","deaths",543
2020-04-29,"England","deaths",604
2020-04-28,"England","deaths",862
2020-04-27,"England","deaths",289
2020-04-26,"England","deaths",327
2020-04-25,"England","deaths",729
2020-04-24,"England","deaths",821
2020-04-23,"England","deaths",594
2020-04-22,"England","deaths",725
2020-04-21,"England","deaths",1116
2020-04-20,"England","deaths",536
2020-04-19,"England","deaths",380
2020-04-18,"England","deaths",1004
2020-04-17,"England","deaths",826
2020-04-16,"England","deaths",906
2020-04-15,"England","deaths",730
2020-04-14,"England","deaths",1007
2020-04-13,"England","deaths",694
2020-04-12,"England","deaths",604
2020-04-11,"England","deaths",745
2020-04-10,"England","deaths",1035
2020-04-09,"England","deaths",990
2020-04-08,"England","deaths",922
2020-04-07,"England","deaths",1009
2020-04-06,"England","deaths",531
2020-04-05,"England","deaths",578
2020-04-04,"England","deaths",689
2020-04-03,"England","deaths",654
2020-04-02,"England","deaths",603
2020-04-01,"England","deaths",613
2020-03-31,"England","deaths",368
2020-03-30,"England","deaths",353
2020-03-29,"England","deaths",195
2020-03-28,"England","deaths",279
2020-03-27,"England","deaths",271
2020-03-26,"England","deaths",169
2020-03-25,"England","deaths",178
2020-03-24,"England","deaths",143
2020-03-23,"England","deaths",67
2020-03-22,"England","deaths",24
2020-03-21,"England","deaths",54
2020-03-20,"England","deaths",32
2020-03-19,"England","deaths",42
2020-03-18,"England","deaths",33
2020-03-17,"England","deaths",15
2020-03-16,"England","deaths",22
2020-03-15,"England","deaths",14
2020-03-14,"England","deaths",18
2020-03-13,"England","deaths",1
2020-03-12,"England","deaths",2
2020-03-11,"England","deaths",0
2020-03-10,"England","deaths",4
2020-03-09,"England","deaths",1
2020-03-08,"England","deaths",0
2020-03-07,"England","deaths",1
2020-03-06,"England","deaths",1
2020-03-05,"England","deaths",0
2020-03-04,"England","deaths",0
2020-03-03,"England","deaths",0
2020-03-02,"England","deaths",0
2020-03-01,"England","deaths",0
2020-02-29,"England","deaths",0
2020-02-28,"England","deaths",0
2020-02-27,"England","deaths",0
2020-02-26,"England","deaths",0
2020-02-25,"England","deaths",0
2020-02-24,"England","deaths",0
2020-02-23,"England","deaths",0
2020-02-22,"England","deaths",0
2020-02-21,"England","deaths",0
2020-02-20,"England","deaths",0
2020-02-19,"England","deaths",0
2020-02-18,"England","deaths",0
2020-02-17,"England","deaths",0
2020-02-16,"England","deaths",0
2020-02-15,"England","deaths",0
2020-02-14,"England","deaths",0
2020-02-13,"England","deaths",0
2020-02-12,"England","deaths",0
2020-02-11,"England","deaths",0
2020-02-10,"England","deaths",0
2020-02-09,"England","deaths",0
2020-02-08,"England","deaths",0
2020-02-07,"England","deaths",0
2020-02-06,"England","deaths",0
2020-02-05,"England","deaths",0
2020-02-04,"England","deaths",0
2020-02-03,"England","deaths",0
2020-02-02,"England","deaths",0
2020-02-01,"England","deaths",0
2020-01-31,"England","deaths",0
2020-01-30,"England","deaths",0
2020-01-29,"England","deaths",0
2020-01-28,"England","deaths",0
2020-01-27,"England","deaths",0
2020-01-26,"England","deaths",0
2020-01-25,"England","deaths",0
2020-01-24,"England","deaths",0
2020-01-23,"England","deaths",0
2020-01-22,"England","deaths",0
2020-01-21,"England","deaths",0
2020-01-20,"England","deaths",0
2020-01-19,"England","deaths",0
2020-01-18,"England","deaths",0
2020-01-17,"England","deaths",0
2020-01-16,"England","deaths",0
2020-01-15,"England","deaths",0
2020-01-14,"England","deaths",0
2020-01-13,"England","deaths",0
2020-01-12,"England","deaths",0
2020-01-11,"England","deaths",0
2020-01-10,"England","deaths",0
2020-01-09,"England","deaths",0
2020-01-08,"England","deaths",0
2020-01-07,"England","deaths",0
2020-01-06,"England","deaths",0
2020-01-05,"England","deaths",0
2020-01-04,"England","deaths",0
2020-01-03,"England","deaths",0
2021-02-18,"Northern Ireland","deaths",6
2021-02-17,"Northern Ireland","deaths",6
2021-02-16,"Northern Ireland","deaths",9
2021-02-15,"Northern Ireland","deaths",4
2021-02-14,"Northern Ireland","deaths",11
2021-02-13,"Northern Ireland","deaths",10
2021-02-12,"Northern Ireland","deaths",9
2021-02-11,"Northern Ireland","deaths",9
2021-02-10,"Northern Ireland","deaths",4
2021-02-09,"Northern Ireland","deaths",10
2021-02-08,"Northern Ireland","deaths",12
2021-02-07,"Northern Ireland","deaths",9
2021-02-06,"Northern Ireland","deaths",7
2021-02-05,"Northern Ireland","deaths",16
2021-02-04,"Northern Ireland","deaths",10
2021-02-03,"Northern Ireland","deaths",11
2021-02-02,"Northern Ireland","deaths",17
2021-02-01,"Northern Ireland","deaths",11
2021-01-31,"Northern Ireland","deaths",19
2021-01-30,"Northern Ireland","deaths",17
2021-01-29,"Northern Ireland","deaths",22
2021-01-28,"Northern Ireland","deaths",13
2021-01-27,"Northern Ireland","deaths",16
2021-01-26,"Northern Ireland","deaths",16
2021-01-25,"Northern Ireland","deaths",17
2021-01-24,"Northern Ireland","deaths",14
2021-01-23,"Northern Ireland","deaths",12
2021-01-22,"Northern Ireland","deaths",12
2021-01-21,"Northern Ireland","deaths",21
2021-01-20,"Northern Ireland","deaths",22
2021-01-19,"Northern Ireland","deaths",24
2021-01-18,"Northern Ireland","deaths",19
2021-01-17,"Northern Ireland","deaths",25
2021-01-16,"Northern Ireland","deaths",22
2021-01-15,"Northern Ireland","deaths",26
2021-01-14,"Northern Ireland","deaths",16
2021-01-13,"Northern Ireland","deaths",19
2021-01-12,"Northern Ireland","deaths",22
2021-01-11,"Northern Ireland","deaths",16
2021-01-10,"Northern Ireland","deaths",17
2021-01-09,"Northern Ireland","deaths",9
2021-01-08,"Northern Ireland","deaths",20
2021-01-07,"Northern Ireland","deaths",17
2021-01-06,"Northern Ireland","deaths",13
2021-01-05,"Northern Ireland","deaths",18
2021-01-04,"Northern Ireland","deaths",12
2021-01-03,"Northern Ireland","deaths",6
2021-01-02,"Northern Ireland","deaths",26
2021-01-01,"Northern Ireland","deaths",0
2020-12-31,"Northern Ireland","deaths",11
2020-12-30,"Northern Ireland","deaths",6
2020-12-29,"Northern Ireland","deaths",14
2020-12-28,"Northern Ireland","deaths",20
2020-12-27,"Northern Ireland","deaths",0
2020-12-26,"Northern Ireland","deaths",20
2020-12-25,"Northern Ireland","deaths",0
2020-12-24,"Northern Ireland","deaths",11
2020-12-23,"Northern Ireland","deaths",21
2020-12-22,"Northern Ireland","deaths",16
2020-12-21,"Northern Ireland","deaths",7
2020-12-20,"Northern Ireland","deaths",13
2020-12-19,"Northern Ireland","deaths",17
2020-12-18,"Northern Ireland","deaths",12
2020-12-17,"Northern Ireland","deaths",12
2020-12-16,"Northern Ireland","deaths",8
2020-12-15,"Northern Ireland","deaths",6
2020-12-14,"Northern Ireland","deaths",5
2020-12-13,"Northern Ireland","deaths",4
2020-12-12,"Northern Ireland","deaths",9
2020-12-11,"Northern Ireland","deaths",12
2020-12-10,"Northern Ireland","deaths",14
2020-12-09,"Northern Ireland","deaths",12
2020-12-08,"Northern Ireland","deaths",14
2020-12-07,"Northern Ireland","deaths",9
2020-12-06,"Northern Ireland","deaths",11
2020-12-05,"Northern Ireland","deaths",7
2020-12-04,"Northern Ireland","deaths",6
2020-12-03,"Northern Ireland","deaths",11
2020-12-02,"Northern Ireland","deaths",4
2020-12-01,"Northern Ireland","deaths",15
2020-11-30,"Northern Ireland","deaths",10
2020-11-29,"Northern Ireland","deaths",3
2020-11-28,"Northern Ireland","deaths",9
2020-11-27,"Northern Ireland","deaths",12
2020-11-26,"Northern Ireland","deaths",8
2020-11-25,"Northern Ireland","deaths",7
2020-11-24,"Northern Ireland","deaths",11
2020-11-23,"Northern Ireland","deaths",3
2020-11-22,"Northern Ireland","deaths",10
2020-11-21,"Northern Ireland","deaths",10
2020-11-20,"Northern Ireland","deaths",12
2020-11-19,"Northern Ireland","deaths",12
2020-11-18,"Northern Ireland","deaths",11
2020-11-17,"Northern Ireland","deaths",9
2020-11-16,"Northern Ireland","deaths",14
2020-11-15,"Northern Ireland","deaths",9
2020-11-14,"Northern Ireland","deaths",10
2020-11-13,"Northern Ireland","deaths",11
2020-11-12,"Northern Ireland","deaths",15
2020-11-11,"Northern Ireland","deaths",8
2020-11-10,"Northern Ireland","deaths",11
2020-11-09,"Northern Ireland","deaths",10
2020-11-08,"Northern Ireland","deaths",7
2020-11-07,"Northern Ireland","deaths",14
2020-11-06,"Northern Ireland","deaths",8
2020-11-05,"Northern Ireland","deaths",12
2020-11-04,"Northern Ireland","deaths",10
2020-11-03,"Northern Ireland","deaths",6
2020-11-02,"Northern Ireland","deaths",8
2020-11-01,"Northern Ireland","deaths",8
2020-10-31,"Northern Ireland","deaths",11
2020-10-30,"Northern Ireland","deaths",9
2020-10-29,"Northern Ireland","deaths",8
2020-10-28,"Northern Ireland","deaths",9
2020-10-27,"Northern Ireland","deaths",13
2020-10-26,"Northern Ireland","deaths",5
2020-10-25,"Northern Ireland","deaths",8
2020-10-24,"Northern Ireland","deaths",6
2020-10-23,"Northern Ireland","deaths",5
2020-10-22,"Northern Ireland","deaths",5
2020-10-21,"Northern Ireland","deaths",5
2020-10-20,"Northern Ireland","deaths",3
2020-10-19,"Northern Ireland","deaths",6
2020-10-18,"Northern Ireland","deaths",5
2020-10-17,"Northern Ireland","deaths",2
2020-10-16,"Northern Ireland","deaths",2
2020-10-15,"Northern Ireland","deaths",4
2020-10-14,"Northern Ireland","deaths",4
2020-10-13,"Northern Ireland","deaths",7
2020-10-12,"Northern Ireland","deaths",3
2020-10-11,"Northern Ireland","deaths",1
2020-10-10,"Northern Ireland","deaths",0
2020-10-09,"Northern Ireland","deaths",0
2020-10-08,"Northern Ireland","deaths",1
2020-10-07,"Northern Ireland","deaths",1
2020-10-06,"Northern Ireland","deaths",1
2020-10-05,"Northern Ireland","deaths",0
2020-10-04,"Northern Ireland","deaths",1
2020-10-03,"Northern Ireland","deaths",1
2020-10-02,"Northern Ireland","deaths",1
2020-10-01,"Northern Ireland","deaths",2
2020-09-30,"Northern Ireland","deaths",1
2020-09-29,"Northern Ireland","deaths",0
2020-09-28,"Northern Ireland","deaths",0
2020-09-27,"Northern Ireland","deaths",0
2020-09-26,"Northern Ireland","deaths",1
2020-09-25,"Northern Ireland","deaths",0
2020-09-24,"Northern Ireland","deaths",0
2020-09-23,"Northern Ireland","deaths",0
2020-09-22,"Northern Ireland","deaths",0
2020-09-21,"Northern Ireland","deaths",2
2020-09-20,"Northern Ireland","deaths",0
2020-09-19,"Northern Ireland","deaths",0
2020-09-18,"Northern Ireland","deaths",2
2020-09-17,"Northern Ireland","deaths",0
2020-09-16,"Northern Ireland","deaths",2
2020-09-15,"Northern Ireland","deaths",1
2020-09-14,"Northern Ireland","deaths",2
2020-09-13,"Northern Ireland","deaths",0
2020-09-12,"Northern Ireland","deaths",0
2020-09-11,"Northern Ireland","deaths",0
2020-09-10,"Northern Ireland","deaths",1
2020-09-09,"Northern Ireland","deaths",0
2020-09-08,"Northern Ireland","deaths",2
2020-09-07,"Northern Ireland","deaths",1
2020-09-06,"Northern Ireland","deaths",0
2020-09-05,"Northern Ireland","deaths",0
2020-09-04,"Northern Ireland","deaths",1
2020-09-03,"Northern Ireland","deaths",1
2020-09-02,"Northern Ireland","deaths",2
2020-09-01,"Northern Ireland","deaths",0
2020-08-31,"Northern Ireland","deaths",0
2020-08-30,"Northern Ireland","deaths",0
2020-08-29,"Northern Ireland","deaths",0
2020-08-28,"Northern Ireland","deaths",0
2020-08-27,"Northern Ireland","deaths",1
2020-08-26,"Northern Ireland","deaths",0
2020-08-25,"Northern Ireland","deaths",0
2020-08-24,"Northern Ireland","deaths",0
2020-08-23,"Northern Ireland","deaths",0
2020-08-22,"Northern Ireland","deaths",0
2020-08-21,"Northern Ireland","deaths",0
2020-08-20,"Northern Ireland","deaths",0
2020-08-19,"Northern Ireland","deaths",0
2020-08-18,"Northern Ireland","deaths",1
2020-08-17,"Northern Ireland","deaths",0
2020-08-16,"Northern Ireland","deaths",0
2020-08-15,"Northern Ireland","deaths",0
2020-08-14,"Northern Ireland","deaths",1
2020-08-13,"Northern Ireland","deaths",0
2020-08-12,"Northern Ireland","deaths",0
2020-08-11,"Northern Ireland","deaths",0
2020-08-10,"Northern Ireland","deaths",1
2020-08-09,"Northern Ireland","deaths",0
2020-08-08,"Northern Ireland","deaths",0
2020-08-07,"Northern Ireland","deaths",0
2020-08-06,"Northern Ireland","deaths",0
2020-08-05,"Northern Ireland","deaths",0
2020-08-04,"Northern Ireland","deaths",0
2020-08-03,"Northern Ireland","deaths",0
2020-08-02,"Northern Ireland","deaths",0
2020-08-01,"Northern Ireland","deaths",0
2020-07-31,"Northern Ireland","deaths",0
2020-07-30,"Northern Ireland","deaths",0
2020-07-29,"Northern Ireland","deaths",0
2020-07-28,"Northern Ireland","deaths",0
2020-07-27,"Northern Ireland","deaths",0
2020-07-26,"Northern Ireland","deaths",0
2020-07-25,"Northern Ireland","deaths",0
2020-07-24,"Northern Ireland","deaths",0
2020-07-23,"Northern Ireland","deaths",0
2020-07-22,"Northern Ireland","deaths",0
2020-07-21,"Northern Ireland","deaths",0
2020-07-20,"Northern Ireland","deaths",0
2020-07-19,"Northern Ireland","deaths",0
2020-07-18,"Northern Ireland","deaths",0
2020-07-17,"Northern Ireland","deaths",0
2020-07-16,"Northern Ireland","deaths",0
2020-07-15,"Northern Ireland","deaths",0
2020-07-14,"Northern Ireland","deaths",0
2020-07-13,"Northern Ireland","deaths",2
2020-07-12,"Northern Ireland","deaths",0
2020-07-11,"Northern Ireland","deaths",0
2020-07-10,"Northern Ireland","deaths",0
2020-07-09,"Northern Ireland","deaths",0
2020-07-08,"Northern Ireland","deaths",0
2020-07-07,"Northern Ireland","deaths",0
2020-07-06,"Northern Ireland","deaths",0
2020-07-05,"Northern Ireland","deaths",0
2020-07-04,"Northern Ireland","deaths",0
2020-07-03,"Northern Ireland","deaths",2
2020-07-02,"Northern Ireland","deaths",1
2020-07-01,"Northern Ireland","deaths",0
2020-06-30,"Northern Ireland","deaths",0
2020-06-29,"Northern Ireland","deaths",1
2020-06-28,"Northern Ireland","deaths",1
2020-06-27,"Northern Ireland","deaths",1
2020-06-26,"Northern Ireland","deaths",1
2020-06-25,"Northern Ireland","deaths",0
2020-06-24,"Northern Ireland","deaths",1
2020-06-23,"Northern Ireland","deaths",1
2020-06-22,"Northern Ireland","deaths",0
2020-06-21,"Northern Ireland","deaths",0
2020-06-20,"Northern Ireland","deaths",1
2020-06-19,"Northern Ireland","deaths",1
2020-06-18,"Northern Ireland","deaths",0
2020-06-17,"Northern Ireland","deaths",1
2020-06-16,"Northern Ireland","deaths",1
2020-06-15,"Northern Ireland","deaths",0
2020-06-14,"Northern Ireland","deaths",0
2020-06-13,"Northern Ireland","deaths",2
2020-06-12,"Northern Ireland","deaths",1
2020-06-11,"Northern Ireland","deaths",1
2020-06-10,"Northern Ireland","deaths",0
2020-06-09,"Northern Ireland","deaths",0
2020-06-08,"Northern Ireland","deaths",0
2020-06-07,"Northern Ireland","deaths",0
2020-06-06,"Northern Ireland","deaths",1
2020-06-05,"Northern Ireland","deaths",1
2020-06-04,"Northern Ireland","deaths",1
2020-06-03,"Northern Ireland","deaths",8
2020-06-02,"Northern Ireland","deaths",2
2020-06-01,"Northern Ireland","deaths",1
2020-05-31,"Northern Ireland","deaths",1
2020-05-30,"Northern Ireland","deaths",1
2020-05-29,"Northern Ireland","deaths",3
2020-05-28,"Northern Ireland","deaths",2
2020-05-27,"Northern Ireland","deaths",2
2020-05-26,"Northern Ireland","deaths",0
2020-05-25,"Northern Ireland","deaths",8
2020-05-24,"Northern Ireland","deaths",1
2020-05-23,"Northern Ireland","deaths",1
2020-05-22,"Northern Ireland","deaths",3
2020-05-21,"Northern Ireland","deaths",7
2020-05-20,"Northern Ireland","deaths",5
2020-05-19,"Northern Ireland","deaths",7
2020-05-18,"Northern Ireland","deaths",6
2020-05-17,"Northern Ireland","deaths",3
2020-05-16,"Northern Ireland","deaths",4
2020-05-15,"Northern Ireland","deaths",15
2020-05-14,"Northern Ireland","deaths",5
2020-05-13,"Northern Ireland","deaths",2
2020-05-12,"Northern Ireland","deaths",9
2020-05-11,"Northern Ireland","deaths",3
2020-05-10,"Northern Ireland","deaths",5
2020-05-09,"Northern Ireland","deaths",4
2020-05-08,"Northern Ireland","deaths",4
2020-05-07,"Northern Ireland","deaths",4
2020-05-06,"Northern Ireland","deaths",14
2020-05-05,"Northern Ireland","deaths",17
2020-05-04,"Northern Ireland","deaths",6
2020-05-03,"Northern Ireland","deaths",5
2020-05-02,"Northern Ireland","deaths",11
2020-05-01,"Northern Ireland","deaths",18
2020-04-30,"Northern Ireland","deaths",9
2020-04-29,"Northern Ireland","deaths",9
2020-04-28,"Northern Ireland","deaths",20
2020-04-27,"Northern Ireland","deaths",10
2020-04-26,"Northern Ireland","deaths",5
2020-04-25,"Northern Ireland","deaths",16
2020-04-24,"Northern Ireland","deaths",15
2020-04-23,"Northern Ireland","deaths",13
2020-04-22,"Northern Ireland","deaths",30
2020-04-21,"Northern Ireland","deaths",13
2020-04-20,"Northern Ireland","deaths",13
2020-04-19,"Northern Ireland","deaths",1
2020-04-18,"Northern Ireland","deaths",17
2020-04-17,"Northern Ireland","deaths",18
2020-04-16,"Northern Ireland","deaths",18
2020-04-15,"Northern Ireland","deaths",6
2020-04-14,"Northern Ireland","deaths",10
2020-04-13,"Northern Ireland","deaths",6
2020-04-12,"Northern Ireland","deaths",11
2020-04-11,"Northern Ireland","deaths",15
2020-04-10,"Northern Ireland","deaths",10
2020-04-09,"Northern Ireland","deaths",4
2020-04-08,"Northern Ireland","deaths",5
2020-04-07,"Northern Ireland","deaths",3
2020-04-06,"Northern Ireland","deaths",7
2020-04-05,"Northern Ireland","deaths",7
2020-04-04,"Northern Ireland","deaths",8
2020-04-03,"Northern Ireland","deaths",12
2020-04-02,"Northern Ireland","deaths",6
2020-04-01,"Northern Ireland","deaths",2
2020-03-31,"Northern Ireland","deaths",6
2020-03-30,"Northern Ireland","deaths",1
2020-03-29,"Northern Ireland","deaths",6
2020-03-28,"Northern Ireland","deaths",2
2020-03-27,"Northern Ireland","deaths",3
2020-03-26,"Northern Ireland","deaths",3
2020-03-25,"Northern Ireland","deaths",2
2020-03-24,"Northern Ireland","deaths",2
2020-03-23,"Northern Ireland","deaths",1
2020-03-22,"Northern Ireland","deaths",0
